file,timestamp,2022-05-02T12:26:49
database,id,nrfa-public-21
database,name,UK National River Flow Archive
station,id,69045
station,name,Bollin at Bollington Mill Total
station,gridReference,SJ7305287054
station,descriptionSummary,Flat V Weir station which accounts for various diverted waters. Replaced 69006 Bollin at Dunham Massey.
station,descriptionGeneral,"Flat V Weir with tapered downstream face. 11.6m wide B.S. This station replaces 69006 Bollin at Dunham Massey (750m downstream), which was closed as a flow station on 10/01/2002."
station,descriptionStationHydrometry,Flows contained and modular to bank full at 2m. Mill race on right bank has been present since the station was opened and takes approximately 10% of flow under low flow conditions. In 2009 a larinier fish pass was constructed on the left bank approximately 40m upstream of the station which takes approximately 25% of the flow at Q95.
station,descriptionFlowRecord,"The NRFA holds the combined record (main channel, mill race and fish pass), which has been produced since 19/11/2009. EA hold earlier data for the main channel."
station,descriptionCatchment,Mixed geology but with extensive Drift cover (some Millstone Grit exposed in headwaters). Land use is very mixed - a predominantly rural catchment but with Macclesfield below the headwaters and other urban centres.
station,descriptionFlowRegime,Very responsive regime. Reservoirs and many industrial abstractions and discharges affect low flows particularly.
dataType,id,gdf
dataType,name,Gauged Daily Flow
dataType,parameter,Flow
dataType,units,m3/s
dataType,period,day (P1D)
dataType,measurementType,Mean
data,first,2009-11-19
data,last,2020-09-30
2009-11-19,5.960
2009-11-20,5.060
2009-11-21,4.930
2009-11-22,5.790
2009-11-23,14.400
2009-11-24,13.300
2009-11-25,16.300
2009-11-26,8.290
2009-11-27,6.910
2009-11-28,8.110
2009-11-29,9.190
2009-11-30,7.400
2009-12-01,5.710
2009-12-02,5.610
2009-12-03,11.300
2009-12-04,8.420
2009-12-05,8.550
2009-12-06,10.900
2009-12-07,7.430
2009-12-08,8.900
2009-12-09,6.330
2009-12-10,5.790
2009-12-11,4.860
2009-12-12,4.290
2009-12-13,3.900
2009-12-14,4.160
2009-12-15,4.400
2009-12-16,4.610
2009-12-17,4.660
2009-12-18,3.640
2009-12-19,3.530
2009-12-20,3.700
2009-12-21,3.500
2009-12-22,3.350
2009-12-23,3.240
2009-12-24,4.160
2009-12-25,4.300
2009-12-26,8.380
2009-12-27,14.000
2009-12-28,8.200
2009-12-29,6.240
2009-12-30,7.140
2009-12-31,5.290
2010-01-01,4.280
2010-01-02,4.670
2010-01-03,4.060
2010-01-04,3.540
2010-01-05,3.660
2010-01-06,3.370
2010-01-07,2.530
2010-01-08,2.740
2010-01-09,3.000
2010-01-10,3.200
2010-01-11,3.180
2010-01-12,3.240
2010-01-13,3.250
2010-01-14,3.230
2010-01-15,12.400
2010-01-16,16.200
