date,Dean (Lamaload to Bollington),Harrop Brook,Poynton Brook,Micker (Norbury) Brook,Micker Brook,Sinderland Brook,Mersey/ Manchester Ship Canal  (Irwell/Manchester Ship Canal to Bollin),Mersey (upstream of Manchester Ship Canal),Chorlton Brook (Princess Parkway to Mersey),Platt Brook (Source to Fallowfield Bk),Timperley Brook,Sinderland Brook (Fairywell Bk and Baguley Bk),Bollin (Source to Dean),Mobberley Brook,Birkin Brook - Source to Mobberley Brook,Sugar Brook,Dean (Bollington to Bollin),Birkin Brook - Mobberley Brook to River Bollin (including Rostherne Brook),Bollin (River Dean to Ashley Mill),Bollin (Ashley Mill to Manchester Ship Canal),Fallowfield Brook,Long Clough Brook,Glossop Brook (Long Clough Brook to Etherow),Glossop (Shelf) Brook (Source to Long Clough Brook),Hurst Brook,Etherow (Source to Woodhead Reservoir),Etherow (Woodhead Res. to Glossop Bk.),Crowden Great Brook,Heyden Brook,Goyt (Source to Randall Carr Brook),Randall Carr Brook,Todd Brook,Goyt (Randall Carr Brook to Sett).,Black Brook (Upper Mersey),Poise Brook,Goyt (Sett to Etherow),Sett,Goyt (Etherow to Mersey),Etherow (Glossop Brook to Goyt),Tame (Chew Brook to Swineshaw Brook),Tame (Swineshaw Brook to Mersey),Wilson Brook,Chew Brook,Tame (Source to Chew Brook)
2011-01-16,0.12447273253313504,0.14595770414735226,0.5712742152994142,0.4589586039671059,1.1787408380067306,1.1896916056738585,1.05810123035004,1.5184621137834509,1.8180396460832013,1.8672739195378456,1.1859980898480236,1.3376871556965317,0.563195472579756,0.7541190022928116,0.710625224210619,0.8828929332058706,0.8114094020389591,0.8194157802144574,1.007491865195596,0.9111353848388694,1.7941418539069154,-0.14244176011792092,0.32409400337421995,-0.38158442902949763,-0.32152233496105853,-0.7951542852922248,-0.29091882491289844,-0.7869368804461386,-0.7711277844576302,-0.1082925798408157,0.18014415864032193,-0.026861496840663416,0.3925805422976109,0.13227638892410548,0.9380079475390978,0.4159042717780574,-0.034092597651094486,0.9594969730253025,0.43197479964453445,0.16251575171082255,1.1950755268371422,0.7900963174946952,-0.6687959458274096,-0.27330753133469926
2011-02-16,2.947990672364215,2.980546813090532,3.5274620670507715,3.3594155498500253,4.250110833647575,4.306982012293788,4.17386729658897,4.6151372033262605,4.904622594040367,4.915550464440796,4.281555115587896,4.434159033223768,3.5272358511568713,3.825993102046464,3.8104398469243614,3.955519192096566,3.84919538664537,3.926810981597446,4.079358460853765,4.021368705848891,4.858026729963945,2.6335834337136435,3.2138701165071386,2.3610552075561726,2.4117971866421284,1.8318153361574607,2.495489863615671,1.9164437913617793,1.8886464958165081,2.544591261541278,2.8784052665235706,2.7199514589453377,3.1915585859934437,2.8547017415411666,3.9395250930588395,3.2896617218975455,2.71815242045199,3.943164281843734,3.3246240045957585,3.019825393180296,4.1835591016538745,3.723195224394523,2.0686466510228017,2.478799691305732
2011-03-16,1.612957074086806,1.6174584711260243,2.1307958578871586,1.9929709382373892,2.813428739530879,2.8271073964718934,2.6722178272200847,3.1525933929346124,3.4039003008278312,3.4151366337529008,2.826227607704784,2.987902732499978,2.1821761925933734,2.3388783522541106,2.3051394496663216,2.4638353062358833,2.4219062213156373,2.3983833528746796,2.6075928464701716,2.490683349618148,3.358597070054402,1.335028773840243,1.9614630347752158,1.1052635272119389,1.152895924559554,0.594123961912259,1.2125166897634998,0.6237143120055433,0.6615203096020116,1.2564881427679755,1.653631436831152,1.3905545488942734,1.9470692288414002,1.6209892303107505,2.5557773916407793,1.9811078682742393,1.423261207155987,2.5732003640553405,2.014861912064258,1.6755792135942167,2.792633455723488,2.3806202696636705,0.7005585351756392,1.1592546774928962
2011-04-16,5.668406194026736,5.663276843400879,6.2252500576412775,6.088787292132433,7.098857063345732,7.20585360304755,7.086393628466922,7.520838074556377,7.746553058823652,7.738002914947824,7.200635816806511,7.372863964692902,6.2851365572924065,6.539524174811629,6.493594440944451,6.736176880883138,6.588622049297822,6.673558269964872,6.932565858613389,6.832037315264985,7.6806834222631855,5.464196741345274,6.051027250359968,5.195170612658408,5.2589016681361125,4.623956876265383,5.305676651090541,4.697668449193669,4.6934994940980825,5.279796562408482,5.717299843254174,5.433581980797109,6.035481408825351,5.794773955214912,6.728058180562492,6.066351254588545,5.573302677778257,6.744978353522188,6.139145466764855,5.855102059068877,7.043489384463767,6.578064979695947,4.828315968063697,5.290022785957975
2011-05-16,7.121229476688461,7.1291648615818675,7.77973914448039,7.594804557347676,8.844783149151278,8.815719972557142,8.642252709107844,9.213332517860481,9.43736279374706,9.416587976075126,8.889640423886467,9.096148550865951,7.806009776674372,8.156905920255697,8.06402708429378,8.382321094949464,8.244814565085377,8.27175118998703,8.635944713374753,8.408738956988,9.370473572038081,6.855074031017272,7.53298178504706,6.606581492831338,6.614017959255341,5.890684245461653,6.766371252671353,6.069239540672307,5.959169290309144,6.603648106805393,6.904733516904004,6.810890562690217,7.274015219370318,6.791584527316267,8.355719760467295,7.520181325762276,6.798534163746184,8.353048465665927,7.667084794323192,7.40511396252622,8.677381229233843,8.16957072332943,6.270508942559405,6.667732274640205
2011-06-16,8.078085059412361,8.060266468223245,8.667595844565865,8.528764498413885,9.709312213172698,9.73020916080264,9.584521743424975,10.133649443561437,10.347467222076123,10.349218690630137,9.757239430100483,9.979475829116641,8.715139130675622,8.949230586226882,8.86748589343666,9.176240752876009,9.073753797399744,9.079513139606727,9.44338384628566,9.263856577854517,10.285797553186502,7.961125188850012,8.67713306921311,7.806556421945198,7.790106961507398,7.243396248700205,7.971392510174716,7.379932353490541,7.360831293904712,7.711386971413065,8.088730446758655,7.815726648832981,8.361955561074248,7.976234471717411,9.279831256954854,8.517688171610105,7.881735783377754,9.312306984015402,8.718765650798046,8.523382836864856,9.690272016362707,9.219438308316116,7.48514663536969,7.855425002260622
2011-07-16,9.629159884549644,9.633500552479468,10.234623219346874,10.146689669600466,11.234406085029201,11.231620796254745,11.097624292698812,11.598437175542758,11.76899343494959,11.739178960758311,11.27390785747033,11.474957300212138,10.250823430764187,10.52800454948277,10.482983003122776,10.738865435169178,10.60934472038177,10.660489576733129,10.985735791172603,10.818301916870503,11.704296824056092,9.605631549049786,10.24534831056803,9.387537846994563,9.404936586827313,8.779662810140799,9.514364260363935,8.900014554037947,8.874993582998865,9.336676673888492,9.79620300163312,9.457201971982311,10.116535477651079,9.80987195247822,10.843559397457366,10.177923841186207,9.636483554323645,10.865822344690654,10.303662867316874,10.021147971571926,11.160340973022041,10.740064138560054,8.984382703918403,9.311479437766065
2011-08-16,10.586999097476212,10.547502128235694,11.07064985366077,10.908319796587422,12.033592193270103,11.996024191118678,11.856003687073068,12.395485485687653,12.623774373136712,12.628905155941196,12.047213736594655,12.256487170217707,11.155813381300932,11.34407274214807,11.250151947959273,11.542381383631957,11.466146866939967,11.418594119729526,11.788506857553818,11.583570524692421,12.574834612240947,10.241231191166309,10.890802959033243,10.116988567422082,10.071570395213108,9.600014708626214,10.285410956259643,9.732408268164171,9.675644564275633,10.187018349901944,10.338430827978867,10.280121146551265,10.582386819719282,10.060786289694155,11.602606709298376,10.822787867767895,10.10427857142893,11.61479709779201,10.997716243769666,10.815917861062381,11.957727928598148,11.496596607787563,9.848675423570459,10.16047826500138
2011-09-16,10.31945433398469,10.33858258708681,10.863863558162848,10.724891111901675,11.710780137420727,11.587881574616027,11.388207405453596,12.001451892275526,12.251298034140754,12.252600060887863,11.691357407121174,11.884221046646179,10.872784499267803,11.077904383473665,10.939275147044352,11.274421324156034,11.217544756740992,11.106298532224958,11.499309424279224,11.210244930362949,12.20705654349853,10.06621218068184,10.638619134509668,9.923195412237053,9.884680527425083,9.51476103913387,10.104706106257586,9.66349669664727,9.628091752715905,9.88572285568409,10.114707946485689,10.085191158826236,10.485232362720488,10.02827344697559,11.335293836250996,10.660386023885884,10.044072769056008,11.337400273335556,10.754205480526455,10.534253913331506,11.596860252233206,11.17517813258585,9.72629657594845,9.929017365240176
2011-10-16,8.020163359912917,8.053669681797638,8.543036741328867,8.456361059426701,9.302232378532118,9.27202039074485,9.12182724846416,9.632507324594918,9.911362345554265,9.936894706906426,9.339014738674793,9.500326345214534,8.550576296573833,8.76740762363052,8.630929597126205,8.975383806394024,8.854131129436944,8.807480109317497,9.169728593837954,8.944327564642844,9.874857976951123,7.905469452490792,8.397504779346487,7.680652457456299,7.702369737007107,7.136788851569489,7.798417829998194,7.278865415741652,7.199034995625633,7.625454899244188,7.972593572680375,7.861468104235774,8.38592178826224,8.070609451064652,8.99505129616232,8.4606297963056,7.984999601804798,9.02234937741796,8.510560718487849,8.221263605282966,9.25627864024213,8.859627341676433,7.372618166411593,7.59763827072568
