date,Dean (Lamaload to Bollington),Harrop Brook,Poynton Brook,Micker (Norbury) Brook,Micker Brook,Sinderland Brook,Mersey/ Manchester Ship Canal  (Irwell/Manchester Ship Canal to Bollin),Mersey (upstream of Manchester Ship Canal),Chorlton Brook (Princess Parkway to Mersey),Platt Brook (Source to Fallowfield Bk),Timperley Brook,Sinderland Brook (Fairywell Bk and Baguley Bk),Bollin (Source to Dean),Mobberley Brook,Birkin Brook - Source to Mobberley Brook,Sugar Brook,Dean (Bollington to Bollin),Birkin Brook - Mobberley Brook to River Bollin (including Rostherne Brook),Bollin (River Dean to Ashley Mill),Bollin (Ashley Mill to Manchester Ship Canal),Fallowfield Brook,Long Clough Brook,Glossop Brook (Long Clough Brook to Etherow),Glossop (Shelf) Brook (Source to Long Clough Brook),Hurst Brook,Etherow (Source to Woodhead Reservoir),Etherow (Woodhead Res. to Glossop Bk.),Crowden Great Brook,Heyden Brook,Goyt (Source to Randall Carr Brook),Randall Carr Brook,Todd Brook,Goyt (Randall Carr Brook to Sett).,Black Brook (Upper Mersey),Poise Brook,Goyt (Sett to Etherow),Sett,Goyt (Etherow to Mersey),Etherow (Glossop Brook to Goyt),Tame (Chew Brook to Swineshaw Brook),Tame (Swineshaw Brook to Mersey),Wilson Brook,Chew Brook,Tame (Source to Chew Brook)
2000-01-16,86.67870426846524,86.65606906400853,86.07071170058455,86.11779050947467,84.40325378402686,85.20643848957857,85.77606590192408,84.19665503937885,83.93909676565457,84.08214399981404,84.53496045128699,84.11856411838966,86.35736838125321,85.72839419111284,86.11502217194148,85.28915264598278,85.5059173151136,85.80365541766206,84.74690065835304,85.93507957304134,84.04117447920028,86.45860179007522,86.34799076137739,86.53790860407929,86.50549680053754,86.75160211815684,86.52960023004164,86.8920197701843,86.8784874241403,86.7735064351236,86.51303218693432,86.76096535275023,86.46368805627594,86.45581715787516,85.29794058350896,86.31267955482812,86.53807757082535,85.34921395633529,86.08103798468368,86.03784757203877,84.84389627172582,85.36975590310664,86.78104794110995,86.64303889487827
2000-02-16,80.72302107629076,80.65216912939638,79.74206198604243,79.88065476363461,77.24275381915552,78.35589180726676,79.12703738455963,76.92733993255992,76.57339100836957,76.86249540115134,77.39859952683764,76.79843726181171,80.15516481066007,79.14440636107956,79.71053374268931,78.49355446692645,78.85871736540008,79.22515677616818,77.70184521228353,79.39350857031492,76.7560062646162,80.66569269747289,80.47388944457575,80.89084894657695,80.8511928609662,81.42851334571709,80.8271481239536,81.47019125439168,81.57052927681562,81.00696667106217,80.76637134960264,80.87530905335956,80.53650810200429,80.76396719030005,78.64127698878502,80.25114952728623,80.76797220283653,78.76925052328853,79.98582867750551,80.03522217910938,78.08379651507789,78.92075801955673,81.28047430431918,81.15938287126909
2000-03-16,77.29524067323808,77.14215583173377,76.07343589471449,76.36836145462684,73.47685366150583,74.83037578376508,76.00491199247806,73.36952822249278,73.02990917648287,73.64692008337519,73.41497052488985,72.89969088328687,76.56324535820737,75.06471428779793,75.80843401921976,74.31385347466815,74.97141077415917,75.30275170050602,73.54353359851753,75.7934927006422,73.34609660360188,77.80930090108947,77.656969236018,78.20555996019364,78.12033109039523,78.94518174912956,78.20304588144539,79.07297163469417,79.2214338767009,77.75868955237797,77.61850290521411,77.53043124671746,77.34487655391023,77.77268667184542,75.13299397215148,76.96503738559039,77.7498395720181,75.40115267525346,76.97257371041454,77.44099913949559,75.02646974385253,75.96876219315364,78.90291054778739,78.98938763332545
2000-04-16,80.56114809567637,80.52899429218961,79.27982040014595,79.69980388270436,76.01853377748049,77.00941020674288,78.19573831109149,75.50101172390401,75.19955175878972,75.97081803190974,75.76822879569319,75.14029084371045,79.62813637574091,77.98332102892725,78.70259606260802,77.12198069076854,77.90608641384574,78.0485010001313,76.17597829732938,78.29560409054787,75.62052756116256,81.64073349325106,81.40141062749669,82.12342243112731,82.03743795777439,83.05342371843618,82.01819963836732,83.05286528136894,83.24027742832057,81.42025080456186,81.3170626212719,81.04907965026757,80.93943726270483,81.52987389614198,78.12095233295582,80.49215755409892,81.54736993133302,78.45123593161033,80.5086984304665,80.93450705537869,77.86304419666945,79.11345995908923,82.76140628816678,82.67751970433955
2000-05-16,76.57741836310935,76.40155848646269,74.9633623487077,75.39459321075476,71.58942812107176,72.86320154449636,74.24251779830291,71.27983708155652,70.9744055665237,71.85818329358503,71.28366556654755,70.68480030724389,75.50469070072644,73.36160861849282,74.23339555799146,72.36279150592007,73.4402845628561,73.51807361170543,71.4428325161617,74.0823869130026,71.45335619281322,77.46260605929888,77.12884414865158,77.91724435120472,77.89260694740277,78.79296463669402,77.72196842436097,78.57697998457687,78.78350331630394,77.52099258379478,77.45078088592412,76.9805868760369,76.81981959458369,77.62582071528472,73.76167479841553,76.19158575010482,77.43326423574293,74.12991920154755,76.25597105859373,76.59754677458632,73.71612576306389,74.97984363423896,78.18124343902532,77.91473084689778
2000-06-16,79.2133011342305,79.26540236178968,78.1586708519138,78.32058662496064,74.92289089850738,76.73430585587312,77.90642832144513,74.58026356305399,74.0260189992192,74.24498398582257,75.44016896303057,74.54466765538965,78.57779018743825,77.77947516440382,78.58238308442056,77.01352823197884,77.11485305388369,78.06112024712674,75.90552033671189,78.30944080316152,74.17450311233316,79.21459130147225,78.92560202698726,79.37033143715274,79.37637288218203,79.80249856754273,79.29033318560879,79.9167115988226,79.87951667709454,79.59026814015041,79.26076923694765,79.51467711319414,79.10886137872959,79.29438380372068,76.67134808846411,78.78267642415541,79.38232674630648,76.81135869778522,78.36916891946579,78.25561759703558,75.834316927248,76.94175887787806,79.64043882445108,79.35041744697781
2000-07-16,80.04226736703109,80.09639192424807,78.96533487098144,79.16831825952673,75.71997093464812,77.32553557197764,78.45856140201653,75.32199288356644,74.82252736270011,75.15880146328296,76.13696338931709,75.2872882648376,79.29616555406314,78.42000476266652,79.14113096433428,77.68905418843642,77.85942751015247,78.63601136542005,76.63123069148887,78.85457456611417,75.02559063865286,80.59039004674673,80.3366939208882,80.96565738882533,80.89644794362917,81.768631625562,80.95845942250227,81.95525458412658,82.0390236166753,80.54975357267404,80.29305565435456,80.41421164220151,80.09919972055872,80.42825485874397,77.50812810987722,79.75829232952334,80.59125197986569,77.71395909988946,79.5854162050302,79.85082860074063,76.92212827010563,78.140446538252,81.66800405974392,81.56368031840336
2000-08-16,80.88743886866938,80.94765777945905,80.10002255798764,80.22037347972967,77.4894030596954,78.95876444465873,79.8790485939935,77.24009419694596,76.82096622430588,77.06941622148297,77.88468552010751,77.17230963152623,80.3828969007436,79.71722618644915,80.34883484914998,79.09887103573429,79.227375535054,79.96338500498058,78.21926917873415,80.18641122579083,76.97058183027721,81.066894774292,80.95118011352926,81.30198343861214,81.21872777518426,81.81266114356733,81.4063955414929,82.21061329532033,82.18432055253247,81.10728498497794,80.79906096637609,81.12468095140466,80.80569079584542,80.82920127204525,78.92939232526861,80.63391679867445,81.0663235772262,79.0748995023229,80.42748028338922,80.66313677213215,78.39327140192448,79.29882612339749,82.09670161867503,82.10541450749272
2000-09-16,84.29937612590189,84.21451073835358,83.3928469021068,83.59617747739247,81.2738797783678,82.19006826840821,82.92055894960396,81.03646520834931,80.78081951267967,81.16813392427431,81.32523308150031,80.85949820738114,83.78423953590934,82.75006677905998,83.25343802129461,82.18517940352281,82.57963177433845,82.85303916113762,81.54378994851297,83.06048093256642,80.99175460270774,84.67208815006904,84.54214654092789,84.99281059951097,84.90618087326766,85.64117242066631,85.02163164122146,85.80400361944238,85.92842341119699,84.7001487092694,84.5220522440073,84.48928780432881,84.30416080111736,84.5975640495037,82.55232861661896,84.0383069190391,84.63552291931028,82.73588169565183,84.00345654629942,84.35074218052617,82.34870096586576,83.13062380636707,85.65922552019266,85.67303654371052
2000-10-16,87.74232322766653,87.71814661751314,87.19803132863231,87.31024293781283,85.67567686344532,86.24499460377203,86.72594044846804,85.47196795744742,85.34132057720463,85.63608030244592,85.54242166169807,85.25877816932338,87.44156853346973,86.60988133688923,86.9821299778998,86.11150066809816,86.58268091308604,86.6471281620354,85.65155273110703,86.82403746344175,85.5223125186025,87.6954457401395,87.66449756046642,87.73792631868461,87.71477223016775,87.8795225322929,87.80930924225608,88.21880330192506,88.17921403692434,87.81599376694228,87.56024133272702,87.82127843903255,87.62868547985707,87.53886854753587,86.6262950053129,87.55395655466926,87.70305935013977,86.72589725845954,87.42110132050708,87.47467976015963,86.37768116269176,86.85224425089245,88.20605492949308,88.16805115228297
