date,Dean (Lamaload to Bollington),Harrop Brook,Poynton Brook,Micker (Norbury) Brook,Micker Brook,Sinderland Brook,Mersey/ Manchester Ship Canal  (Irwell/Manchester Ship Canal to Bollin),Mersey (upstream of Manchester Ship Canal),Chorlton Brook (Princess Parkway to Mersey),Platt Brook (Source to Fallowfield Bk),Timperley Brook,Sinderland Brook (Fairywell Bk and Baguley Bk),Bollin (Source to Dean),Mobberley Brook,Birkin Brook - Source to Mobberley Brook,Sugar Brook,Dean (Bollington to Bollin),Birkin Brook - Mobberley Brook to River Bollin (including Rostherne Brook),Bollin (River Dean to Ashley Mill),Bollin (Ashley Mill to Manchester Ship Canal),Fallowfield Brook,Long Clough Brook,Glossop Brook (Long Clough Brook to Etherow),Glossop (Shelf) Brook (Source to Long Clough Brook),Hurst Brook,Etherow (Source to Woodhead Reservoir),Etherow (Woodhead Res. to Glossop Bk.),Crowden Great Brook,Heyden Brook,Goyt (Source to Randall Carr Brook),Randall Carr Brook,Todd Brook,Goyt (Randall Carr Brook to Sett).,Black Brook (Upper Mersey),Poise Brook,Goyt (Sett to Etherow),Sett,Goyt (Etherow to Mersey),Etherow (Glossop Brook to Goyt),Tame (Chew Brook to Swineshaw Brook),Tame (Swineshaw Brook to Mersey),Wilson Brook,Chew Brook,Tame (Source to Chew Brook)
2011-01-01,4.660711061168955,4.759050864957561,5.567760150935891,5.394329330084693,6.362255175636528,6.800032862223332,6.827522650940412,6.742188670509062,6.827757069001905,6.663733608284408,6.647525456133691,6.6697702477086915,5.48821310125374,6.231755640894364,6.315515307198378,6.429278786335959,5.973322167524028,6.50347202564555,6.4582185346752095,6.667743565153186,6.701579910803561,4.4434797575034555,5.392676614933576,3.9430359901305354,4.202698860669814,2.9683661095390708,4.083953025280784,3.046804570357271,3.0061708298222785,4.410815170975746,5.125720219914643,4.464235391867582,5.436379605944486,5.055611653680396,6.092876380732119,5.4513373207515485,4.64616367739576,6.088912498930559,5.38502291936744,4.73654324840174,6.113596594157235,5.666855763826813,3.318878292278162,4.04270236936595
2011-01-02,0.9561688473482213,1.2018318711538578,2.198113972663596,1.9708477663754846,2.962786052437992,3.113674301776388,3.09740213848774,3.221163624458682,3.344868339409145,3.2465133080684994,3.015844110663975,3.111550765035495,1.8195910838430769,2.6196953419302274,2.5789922664590885,2.7887383123115845,2.58081620455187,2.757337829801102,2.868296033373401,2.9042359116389687,3.2520108785466455,1.1149163904837849,2.0647688145528127,0.7268159305339592,0.9326842241974855,-0.08541264146935729,0.9110597301284695,0.010039480367107096,-0.009346310210647532,0.49832853647362363,1.2215661728767675,0.7890229630672313,1.821919400519153,1.3590012085876475,2.687061480263634,1.9937811663867813,1.1975856477431046,2.6641558533889635,2.0263033031420976,1.5774136872547695,2.751969394752161,2.3315886954655247,0.29951290062126806,1.065840643107808
2011-01-03,0.14339374059573182,0.1931262032755919,0.7572231357110851,0.7537500644930085,1.5941811070116578,2.558907417597215,2.687902953273783,2.3197263625279425,2.4043476807453876,2.291258776835443,2.233904129125247,2.2025565823023228,0.7981192811657044,1.6054487958923973,1.888257204872288,1.8792664297282473,1.0826986117939221,2.180363814832275,1.8782736168512564,2.448210886093089,2.2665438411931187,0.36122750970359985,1.2412697281401808,0.017690560865868867,0.21846108118365967,-0.7076734814352774,0.16132830921461966,-0.6528220717032069,-0.6329234255037272,0.09829748331849113,0.812134414940304,0.05995658190581053,1.0340680107916298,0.7921374028367487,1.4079722562332482,1.0089075328103327,0.44574064370217115,1.559719832125041,1.1424491855687142,0.6993644845926653,1.7877738942899588,1.4180190147217484,-0.4431867052308687,0.12947916285167105
2011-01-04,4.0308042886351805,4.2223844942651345,5.190952434304191,4.970190867737104,6.02707158227573,6.391916638166801,6.4111496848468486,6.3497568827135815,6.431991636915529,6.234856845054597,6.2509785906263815,6.2834996469528255,4.946262845584446,5.848550854503383,5.940908109485221,6.051599717524113,5.623223284288261,6.134047330541179,6.082586253244007,6.280355373096338,6.295507157232696,3.9914529321910455,4.981770112875296,3.537299802168513,3.7797191394026974,2.6367876557851044,3.6868756427210103,2.693835372245365,2.697457392184222,3.636345482818879,4.384450034650455,3.8354607036130566,4.880977946761077,4.404649286851257,5.7209896500824335,4.997016777175654,4.13107145505824,5.690933299395071,4.9581014664188405,4.289932597727179,5.686338024109426,5.236906739794158,2.923358060314748,3.565751923470312
2011-01-05,3.7122326336602622,3.865172376680176,4.686530090630116,4.518876400768382,5.456635690190848,5.960685641757505,5.997668567434974,5.877829632378152,5.9586591642192985,5.821060842462644,5.784443408388837,5.798252729667295,4.529860712347482,5.34658729028577,5.470224441068264,5.552639505220602,5.066792275003925,5.675663609842349,5.575518541655169,5.838438592280786,5.836014490486536,3.709059645563998,4.609061942067269,3.294206636595699,3.507929770747233,2.4480731322815146,3.4610928775315264,2.5596698483348224,2.5250184200459165,3.338517424207199,4.012003771320984,3.5300812201206635,4.481085202568627,4.068694376229556,5.1940260020913165,4.58190628782105,3.8318856967183037,5.206730332678925,4.589043713478244,4.092811443994189,5.298047291680439,4.881040364040809,2.833949970021797,3.51832855498744
2011-01-06,3.0603888293273673,3.1642491273775697,3.9250135266479242,3.801293740381463,4.726398303098964,5.2568546110471415,5.297107535954047,5.206123941068844,5.307959543884539,5.185465393506584,5.0695300219630015,5.104276669935728,3.8313799246718223,4.58359464623059,4.685175017521895,4.798069940533894,4.29597134967084,4.8963371418708626,4.8343093367471655,5.0802232293882446,5.190225256711481,3.10630042942482,4.066403834525229,2.70743272806756,2.9349250141797314,1.879148622847128,2.870203717744527,1.9532658855778313,1.9541524431361625,2.8769135156154544,3.6114396391652117,2.907150520939336,3.9133305428463374,3.5820976609101813,4.496239892896506,3.938226787076403,3.2310573333956794,4.550388855060068,3.9938497243309055,3.469024259755608,4.677672137149313,4.280301493086065,2.195043736444741,2.838462344453426
2011-01-07,6.468606195275424,6.709577680663386,7.688751699768107,7.304895093527026,8.070446862559262,7.198263485747445,7.025383606677504,7.600370078150155,7.687442995704258,7.491582331458275,7.4111764437619,7.583208052767336,7.156175927040312,7.5203499476235365,7.162341956942111,7.499871916473673,8.019586508562393,7.081453152093957,7.618003634850606,7.004232207470408,7.6398566184671575,5.954385720979998,6.501874054532985,5.4665021305089185,5.712304126239839,4.6407601844337965,5.46861929568043,4.619215534227731,4.5734941389619745,6.1426535636325506,6.64303461237783,6.311344950993453,6.948928722330472,6.620711236311514,7.762060105268031,6.987284588108089,6.260893049350763,7.472851900098336,6.637058598299583,5.8686332132208925,7.114294889039775,6.76699162972082,4.7729929288113855,5.156922230618336
2011-01-08,3.052621169528522,3.288497784706316,4.301336337551315,4.057291777169821,5.040485353188906,5.253236833152572,5.246254971274397,5.279370628741574,5.3747842052833255,5.225377386819127,5.136435855592471,5.194267838970531,3.992696451132086,4.800474807692412,4.836167516144643,4.9646413021675135,4.691801761921763,4.974827946150245,5.004886471272598,5.09852071198505,5.265429382736738,3.1157019450015144,4.0705633967225925,2.6967332929534433,2.927301715743069,1.8484588800167472,2.8390810649095846,1.885710363048871,1.8914848286384989,2.476339680645318,3.206064847303137,2.833173563967652,3.8903042083468247,3.3802148971861454,4.772699324083356,4.061552381901072,3.2224650095966516,4.726337480444551,4.036333033564647,3.43377909304406,4.730627097529179,4.3052907409554715,2.113254613053219,2.754908778536786
2011-01-09,4.326678009393322,4.5434177934276185,5.561454570919661,5.303271987287806,6.367684022561549,6.661157585308987,6.660397311015325,6.637660596447765,6.7107320257413505,6.511886634772762,6.5421028936024,6.578516890730044,5.298799397234728,6.1866120292433,6.250391748085696,6.373349623929053,6.001698688059613,6.410579536550467,6.40287967453977,6.534132163648358,6.575197151007596,4.268802198569999,5.248531281595193,3.815123186099702,4.0510904033356825,2.901395739083536,3.9708127308712107,2.981695450567243,2.9663898481754414,3.7578932610873252,4.468785170985403,4.087864234425806,5.117257840979042,4.575182123128124,6.047307852420037,5.287606910354267,4.396288552558184,5.98932598647217,5.241650985776358,4.588321067614474,5.9701709621774945,5.523353477408262,3.2245232709219795,3.861173361106711
2011-01-10,6.237503850123198,6.411692187276113,7.244770427834777,7.0362960137353605,7.924493991942057,8.086796149587213,8.067987878201139,8.139782927193622,8.232303260098139,8.100790400461443,8.013558792303396,8.074324121868198,6.989111355051277,7.708865248416917,7.715310850259641,7.859798354282715,7.611442409526721,7.8485328778294905,7.907421350096741,7.947158410613882,8.133241255183771,6.164332944912275,6.964069897216303,5.7612389875472765,5.967383424623018,4.972431437371082,5.897456755391531,5.059156549614028,5.028925516211755,5.919070930091445,6.537420484288189,6.082393062556097,6.937747746289028,6.5643587220251005,7.6498792166913745,7.019975735504111,6.309570136973766,7.603193038858185,6.973154169724139,6.4672297672990515,7.621127394246991,7.229449208253399,5.304643131262184,5.906516881208426
